player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Darius Garland,garlada01,2023,5317,2636,3.363655324,0.750988166,4.11464349,3.475713322,0.389540748,3.865254071,3.57285396,0.674807502,4.247661462,9.357375858,8.9489461,0.408429758,3.34944217,1.338786652,4.688228822,-0.498930245
Usman Garuba,garubus01,2023,2070,970,-1.939369788,0.865483953,-1.073885835,-4.583807693,-1.49241345,-6.076221143,-2.622893002,0.5083867,-2.114506303,0.314107755,0.314107755,0,-2.88426409,-0.330191649,-3.214455739,-0.126531855
Luka Garza,garzalu01,2023,539,243,4.394439573,-3.443116542,0.95132303,4.794240453,-3.953965667,0.840274785,4.75819581,-3.777223692,0.980972119,0.465794593,0.465794593,0,2.779545574,-3.313833829,-0.534288255,0.70565759
Rudy Gay,gayru01,2023,1753,816,-3.169093711,-1.038106032,-4.207199743,-1.072926805,3.212048382,2.139121577,-2.945600649,-0.192716264,-3.138316913,-0.161694596,-0.161694596,0,-2.701563189,-1.423353901,-4.124917089,0.018265839
Paul George,georgpa01,2023,3977,1939,2.744437305,1.674035652,4.418472957,3.60783982,1.342430077,4.950269897,3.096958986,1.698119096,4.795078083,7.519928176,7.519928176,0,3.206201132,1.964256509,5.170457642,0.753875056
Taj Gibson,gibsota01,2023,995,480,-3.398135466,-0.912921935,-4.311057401,0.306903218,1.326238444,1.633141662,-2.825470359,-0.481882753,-3.307353112,-0.136033032,-0.136033032,0,-2.717144968,-0.363209369,-3.080354337,-0.340540827
Josh Giddey,giddejo01,2023,5088,2367,0.327076812,-2.07530463,-1.748227817,-1.97800608,-2.661226451,-4.639232531,-0.129282658,-2.335860319,-2.465142977,0.345834134,0.345834134,0,-0.534245074,-2.322358525,-2.856603599,0.536475445
Shai Gilgeous-Alexander,gilgesh01,2023,5208,2416,5.376663626,-0.016099092,5.360564533,1.969240371,0.888547546,2.857787916,5.012311545,0.161661015,5.173972561,9.862722666,9.862722666,0,4.426448747,0.890325227,5.316773974,0.984718522
Anthony Gill,gillan01,2023,1320,624,-1.059424716,-3.629756466,-4.689181182,-1.405333664,1.332947659,-0.072386005,-1.182599993,-2.795327948,-3.977927941,-0.39006768,-0.39006768,0,-1.774131236,-3.318229988,-5.092361225,-0.222392724
Jacob Gilyard,gilyaja01,2023,87,41,-2.531010042,-2.961193486,-5.492203528,-6.209105054,-2.387973187,-8.597078242,-3.409289523,-3.045945932,-6.455235455,-0.077630638,-0.077630638,0,-1.255545817,0.272781056,-0.98276476,0.161195096
Rudy Gobert,goberru01,2023,4837,2325,-1.620521586,3.807122932,2.186601346,-1.681386413,1.267872331,-0.413514082,-1.718514267,3.50524618,1.786731912,5.326411304,5.24788592,0.078525384,-2.190458576,3.971531697,1.78107312,-0.754736634
Jordan Goodwin,goodwjo01,2023,2345,1106,0.095252557,1.744687205,1.839939762,-4.906411644,0.41586089,-4.490550754,-0.935967651,1.595010902,0.659043251,1.920789189,1.920789189,0,-0.460049888,1.75131371,1.291263822,-0.15057913
Aaron Gordon,gordoaa01,2023,5715,2768,0.697319497,0.287541448,0.984860945,6.263581026,2.856009258,9.119590284,1.84691736,0.829676787,2.676594148,7.699681064,5.986789385,1.712891679,2.07961211,0.390214847,2.469826956,-0.052680606
Eric Gordon,gordoer01,2023,4498,2114,-0.504677025,-3.828026027,-4.332703052,-1.336406589,0.063518184,-1.272888406,-0.689823508,-3.220692435,-3.910515943,-1.274911176,-0.727741667,-0.547169509,-1.372936519,-3.71090776,-5.083844279,0.336525875
Devonte' Graham,grahade01,2023,2848,1338,1.546119603,-1.44570893,0.100410674,-3.320749608,0.145981603,-3.174768005,0.650632668,-1.184176895,-0.533544227,1.513670248,1.513670248,0,0.433254481,-1.432633609,-0.999379127,-0.290741697
Jerami Grant,grantje01,2023,4636,2246,0.202118497,-0.746186784,-0.544068287,1.540615047,-1.295802047,0.244813,0.502790559,-0.86832411,-0.365533551,2.727783043,2.727783043,0,0.672482939,-1.005725374,-0.333242436,-0.169886486
RaiQuan Gray,grayra01,2023,73,35,-2.190663476,-0.894912696,-3.085576172,-3.907793376,-10.58953046,-14.49732384,-2.655142698,-2.939430031,-5.594572729,-0.05128692,-0.05128692,0,-0.625547243,-0.979559619,-1.605106862,0.976412436
AJ Green,greenaj01,2023,740,345,0.90667341,-2.592324288,-1.685650878,0.136773719,-2.491924317,-2.355150598,0.801509474,-2.784883197,-1.983373723,0.134472978,0.134472978,0,1.745623499,-3.097791908,-1.352168409,-0.349917905
Danny Green,greenda02,2023,366,178,-2.895892857,0.470212663,-2.425680195,-4.96135652,0.741766948,-4.219589573,-3.515195642,0.4744483,-3.040747341,-0.029555557,-0.003770804,-0.025784753,-2.095845941,0.456274335,-1.639571605,1.020702775
Draymond Green,greendr01,2023,5768,2664,-1.898250511,3.401286994,1.503036484,3.102286549,3.129541315,6.231827865,-0.961476046,3.530403158,2.568927112,7.367836681,6.088289239,1.279547442,-0.800815401,3.163970142,2.363154741,1.3728312
JaMychal Green,greenja01,2023,1852,846,-1.444429103,-1.492021669,-2.936450772,-3.554496129,-3.121133867,-6.675629996,-1.976458122,-1.941416856,-3.917874979,-0.512855595,-0.408341461,-0.104514134,-1.573514289,-1.979306753,-3.552821043,0.644669169
Javonte Green,greenja02,2023,1023,480,-0.745050121,3.475580458,2.730530337,0.773225501,3.669340578,4.442566079,-0.438050633,3.694191601,3.256140967,1.477310783,1.477310783,0,-0.304816703,2.926116576,2.621299873,0.441296552
Jalen Green,greenja05,2023,5456,2602,1.277628146,-2.870462459,-1.592834313,1.282390804,-2.439015659,-1.156624855,1.472461168,-2.906900403,-1.434439235,1.74964082,1.74964082,0,1.416629934,-3.047425339,-1.630795405,0.183826757
Jeff Green,greenje02,2023,2943,1434,-3.245655963,-0.716861041,-3.962517004,-5.440895072,-2.494603176,-7.935498249,-3.941061254,-1.151001109,-5.092062363,-1.719717571,-1.176683551,-0.54303402,-3.431089184,-2.014484689,-5.445573872,-0.833067504
Josh Green,greenjo02,2023,3173,1539,-1.412771484,0.672078864,-0.74069262,0.584153561,2.057472933,2.641626494,-1.10800131,1.02534539,-0.08265592,2.095916374,2.095916374,0,-1.368878351,0.712495358,-0.656382993,0.073429401
AJ Griffin,griffaj01,2023,2997,1401,0.098461478,-1.071608429,-0.973146951,1.512245245,1.483744281,2.995989526,0.375474639,-0.588584137,-0.213109498,1.807491147,1.807491147,0,0.591677888,-1.130875598,-0.53919771,-0.325806101
Blake Griffin,griffbl01,2023,1197,575,-1.440831832,6.07139222,4.630560388,1.140158444,2.778690695,3.918849138,-1.027618559,5.708496347,4.680877788,2.176903752,2.208751433,-0.031847681,-1.787699472,5.252120293,3.464420821,-0.207774293
Quentin Grimes,grimequ01,2023,4807,2363,-0.014698031,-0.71776964,-0.73246767,2.353185007,1.020420051,3.373605058,0.439616022,-0.407355099,0.032260923,3.356304064,3.091229028,0.265075036,0.346650344,0.162680326,0.509330669,-0.075959851
Rui Hachimura,hachiru01,2023,3939,1854,-1.178788135,-0.088504609,-1.267292744,-3.325410643,1.687399395,-1.638011248,-1.709425748,0.256620144,-1.452805604,1.259941394,0.535068822,0.724872572,-1.635291422,-1.044850732,-2.680142153,-0.619420155
Tyrese Haliburton,halibty01,2023,3980,1883,6.843374993,-1.151915347,5.691459645,5.110178422,-0.230994264,4.879184159,6.90247665,-0.996754181,5.90572247,8.293653176,8.293653176,0,6.901942533,-0.94972972,5.952212812,-0.266505782
Jordan Hall,halljo02,2023,176,83,-8.061162142,-7.468115844,-15.52927799,-11.30613672,1.996267729,-9.309868988,-9.104988388,-5.838660583,-14.94364897,-0.515039798,-0.515039798,0,-8.670522709,-6.584535832,-15.25505854,-0.257979614
R.J. Hampton,hamptrj01,2023,1558,750,-1.195814628,-1.598391116,-2.794205744,-1.971386491,-1.841077259,-3.81246375,-1.385318919,-1.712727477,-3.098046396,-0.142545619,-0.142545619,0,-2.199611326,-2.08988629,-4.289497616,-0.180863894
Tim Hardaway Jr.,hardati02,2023,4367,2152,0.431409918,1.463242616,1.894652534,3.423487345,1.968220964,5.391708308,1.055239155,1.683513135,2.738752291,6.014718648,6.014718648,0,1.351594456,1.255223709,2.606818165,-0.195275001
James Harden,hardeja01,2023,5091,2562,5.409390428,0.509513715,5.918904144,1.302011139,-2.035115056,-0.733103917,4.836494707,-0.004251538,4.832243169,9.795656271,9.219172194,0.576484077,4.964376221,0.076043977,5.040420198,-0.972477902
Jaden Hardy,hardyja02,2023,1495,708,-0.17126051,-2.701421776,-2.872682286,-0.767545868,-1.927521194,-2.695067062,-0.332121331,-2.67598955,-3.008110881,-0.093478955,-0.093478955,0,-0.153861854,-3.234423899,-3.388285754,0.263854391
Ron Harper Jr.,harpero02,2023,98,48,6.151455635,-2.285704046,3.865751589,5.789601842,5.39479694,11.18439878,6.416463658,-0.846309541,5.570154117,0.200630879,0.200630879,0,2.759171716,-3.228186014,-0.469014298,-1.548688018
Montrezl Harrell,harremo01,2023,1451,688,-1.334174061,2.745660322,1.411486261,-1.193377608,1.083247083,-0.110130526,-1.428317966,2.509877897,1.081559932,1.343151318,1.444391855,-0.101240537,-2.214173315,1.232598214,-0.981575101,0.172647998
Gary Harris,harriga01,2023,2478,1184,-0.3719501,-0.317182786,-0.689132885,2.02372282,-3.928352919,-1.904630098,0.123672415,-1.090281193,-0.966608778,1.073543192,1.073543192,0,-0.846907317,-0.62722417,-1.474131487,-0.35247248
Joe Harris,harrijo01,2023,3276,1571,-0.683046772,-1.814369042,-2.497415814,-1.226399527,-1.593278782,-2.819678308,-0.838015188,-1.894270422,-2.73228561,0.016451803,-0.006536839,0.022988641,-0.825063975,-1.855937674,-2.681001649,0.307524474
Kevon Harris,harrike01,2023,960,457,-1.637218232,-0.046118364,-1.683336597,-0.832046163,2.484664399,1.652618237,-1.537395321,0.491055979,-1.046339342,0.398152603,0.398152603,0,-2.311179398,-0.097060334,-2.408239732,0.234962095
Shaquille Harrison,harrish01,2023,320,148,2.905017622,0.139913883,3.044931505,2.634332807,2.11890646,4.753239267,3.02455822,0.603532009,3.628090229,0.483489491,0.409109331,0.07438016,1.858776126,2.173448423,4.032224549,0.086082501
Tobias Harris,harrito02,2023,5657,2828,-0.129304238,-0.745197451,-0.874501689,2.011124944,1.397088098,3.408213041,0.274536995,-0.350792924,-0.076255929,3.836801259,3.160212477,0.676588782,0.535011348,-0.143329033,0.391682315,-1.219899598
Isaiah Hartenstein,harteis01,2023,3824,1846,-1.136173159,3.028785539,1.89261238,-0.206839657,2.194910847,1.98807119,-1.052077526,3.025829619,1.973752093,4.517159646,3.377340661,1.139818986,-0.895859798,2.997794088,2.10193429,-0.071551218
Josh Hart,hartjo01,2023,5752,2807,0.451200525,1.397464725,1.848665251,4.175917292,1.660874579,5.836791871,1.234907039,1.558959348,2.793866387,7.930758786,7.348795406,0.58196338,0.805323704,1.837792214,2.643115918,-0.048630281
Udonis Haslem,hasleud01,2023,161,74,-6.776957109,7.622750556,0.845793447,-5.743432263,-3.187862077,-8.93129434,-6.969325536,5.809370613,-1.159954922,0.060978512,0.068573317,-0.007594805,-6.439262688,4.115473555,-2.323789133,0.50322919
Sam Hauser,hausesa01,2023,2946,1394,1.261189626,0.712546343,1.973735968,0.370505375,2.05359565,2.424101025,1.11280806,0.983922451,2.096730511,3.44513265,3.265274583,0.179858067,1.05780878,0.248968491,1.30677727,-0.205569958
Jaxson Hayes,hayesja02,2023,1300,610,-2.858136946,0.5959433,-2.262193646,-6.973226463,0.859592639,-6.113633823,-3.894882005,0.653372632,-3.241509373,-0.153601499,-0.153601499,0,-4.209046885,-0.7077556,-4.916802485,0.417654503
Killian Hayes,hayeski01,2023,4498,2154,-2.247931395,0.496597257,-1.751334137,-2.861005638,-0.260414657,-3.121420296,-2.449600845,0.42943745,-2.020163395,0.801304613,0.801304613,0,-1.999282371,0.735251893,-1.264030479,-0.09620662
Gordon Hayward,haywago01,2023,3384,1577,-1.991851547,-0.400686105,-2.392537653,-1.29063473,2.902268089,1.611633359,-1.895222438,0.27629859,-1.618923848,0.913491285,0.913491285,0,-2.194461193,-0.354368156,-2.548829349,0.381967974
Juancho Hernangomez,hernaju01,2023,1269,614,-3.200472534,-0.801746253,-4.002218787,0.555244356,-1.78947324,-1.234228884,-2.636866204,-1.064779617,-3.701645821,-0.2959243,-0.2959243,0,-2.949276748,-0.955463366,-3.904740115,-0.74179223
Willy Hernangomez,hernawi01,2023,995,458,-0.949224597,1.294937978,0.345713381,-4.18793919,2.042032863,-2.145906326,-1.683499618,1.460894606,-0.222605012,0.594220226,0.594220226,0,-2.102271536,0.987485663,-1.114785873,0.622063788
Tyler Herro,herroty01,2023,4772,2356,0.79972968,-1.860191087,-1.060461407,2.876492014,1.117185791,3.993677805,1.317230367,-1.361586348,-0.04435598,3.237102532,3.151971957,0.085130575,1.731403293,-0.931304696,0.800098598,-0.425922093
Buddy Hield,hieldbu01,2023,5277,2482,1.543653236,-0.165425015,1.378228221,2.528818312,-0.109483067,2.419335245,1.847194563,-0.119786416,1.727408147,5.694180735,5.694180735,0,2.893839944,0.374647009,3.268486953,0.433751632
Haywood Highsmith,highsha01,2023,2307,1130,-3.132413284,1.987007452,-1.145405832,-3.535004033,0.538073541,-2.996930492,-3.413855022,1.789490943,-1.624364079,0.669782117,0.179911432,0.489870685,-3.279779914,1.246272288,-2.033507626,-0.007609739
George Hill,hillge01,2023,1777,834,-1.010392469,0.622327617,-0.388064852,-2.387689366,2.141850112,-0.245839254,-1.349539955,0.944819168,-0.404720787,0.982878601,0.982878601,0,-1.741243417,0.616493575,-1.124749842,-0.985348249
Malcolm Hill,hillma01,2023,23,9,-5.337870121,-2.532796461,-7.870666581,7.498959922,29.09160214,36.59056206,-2.950544762,3.905947666,0.955402905,0.017117488,0.017117488,0,-2.900390361,-3.572322345,-6.472712706,0.611134187
Aaron Holiday,holidaa01,2023,1826,849,-1.480370746,2.44950696,0.969136215,-0.561404646,1.789153613,1.227748966,-1.398336188,2.478556244,1.080220056,1.650809411,1.669836842,-0.019027431,-1.189339547,1.169620335,-0.019719212,-0.279215173
Jrue Holiday,holidjr01,2023,5086,2374,2.910950239,1.768381485,4.679331725,5.353841864,3.148623586,8.50246545,3.585546285,2.121102398,5.706648683,10.34577218,9.311424841,1.034347344,3.967933977,1.73576616,5.703700137,0.715329482
Justin Holiday,holidju01,2023,1536,706,-3.900829475,-2.364337745,-6.26516722,-5.233530797,-0.267842953,-5.50137375,-4.434689821,-2.046272383,-6.480962204,-1.348927627,-1.348927627,0,-3.547563452,-2.701018214,-6.248581666,0.352398134
Richaun Holmes,holmeri01,2023,743,348,-2.909259367,-5.32557567,-8.234835036,-6.667672127,-0.166472745,-6.834144872,-3.89438266,-4.550678668,-8.445061328,-1.003805263,-1.003805263,0,-4.109639877,-4.952387548,-9.062027425,-0.733739049
Al Horford,horfoal01,2023,5234,2539,-0.507849552,2.161990177,1.654140625,1.951336719,1.004827327,2.956164045,-0.045086555,2.017190161,1.972103606,6.184156057,3.962391237,2.22176482,-0.162186691,2.262417155,2.100230465,-0.444959754
Talen Horton-Tucker,hortota01,2023,2830,1313,-0.814985569,-0.656303099,-1.471288668,-2.017866173,1.896439825,-0.121426348,-1.118910888,-0.13560743,-1.254518318,1.007317495,1.007317495,0,-1.356812175,-1.17054107,-2.527353245,0.554674678
Danuel House Jr.,houseda01,2023,1786,849,-2.035897303,-1.221939871,-3.257837174,-0.782817889,-2.302923274,-3.085741163,-1.92300492,-1.536823882,-3.459828802,-0.311514293,-0.187345997,-0.124168296,-2.054628715,-2.176442385,-4.2310711,-0.376050967
Caleb Houstan,houstca01,2023,1703,812,-1.770169685,-2.388623423,-4.158793108,-2.621497996,-0.8208971,-3.442395096,-2.033357367,-2.197999235,-4.231356603,-0.610569566,-0.610569566,0,-2.738210034,-2.941445306,-5.67965534,-0.51485045
Trevor Hudgins,hudgitr01,2023,57,28,-4.618606039,-4.245518909,-8.864124949,-5.053331251,10.91055452,5.857223273,-4.862468331,-1.201900927,-6.064369258,-0.046881972,-0.046881972,0,-3.746486339,-5.046969512,-8.793455851,-0.992932991
Kevin Huerter,huertke01,2023,5006,2386,1.556724006,-1.775834802,-0.219110796,2.729574719,-1.186328168,1.543246552,1.848317938,-1.743864647,0.10445329,3.478602207,3.410859565,0.067742643,2.218512735,-0.479613149,1.738899585,-0.195613993
Jay Huff,huffja01,2023,214,95,1.838052107,-3.439292716,-1.601240609,2.863788884,-4.207285245,-1.343496361,2.181778435,-3.782936655,-1.60115822,0.056276953,0.056276953,0,2.186153353,-3.039386386,-0.853233033,1.076240592
De'Andre Hunter,huntede01,2023,5026,2350,-1.577104572,-1.004425525,-2.581530097,1.43763617,-0.71445811,0.72317806,-1.07046881,-0.984103099,-2.054571909,0.841698301,0.674501341,0.16719696,-0.356856296,-0.798949349,-1.155805644,0.256215617
Bones Hyland,hylanbo01,2023,2412,1167,1.491694741,-0.691022801,0.80067194,-0.430145335,-4.282463797,-4.712609133,1.107309253,-1.488283394,-0.380974141,1.417722397,0.714519528,0.703202868,1.921617871,-1.206475761,0.71514211,-0.220096459
Serge Ibaka,ibakase01,2023,382,185,-4.004029541,0.782317038,-3.221712503,-7.61096376,-0.474788491,-8.085752251,-5.006822036,0.525781582,-4.481040454,-0.162097342,-0.162097342,0,-5.505904247,-0.056805708,-5.562709955,-0.797136961
Andre Iguodala,iguodan01,2023,256,113,-3.686995002,1.253394706,-2.433600297,6.15040053,3.506107972,9.656508502,-1.83651355,1.788443217,-0.048070333,0.157787193,0.157787193,0,-1.381773815,0.059494202,-1.322279614,1.304929054
Joe Ingles,inglejo01,2023,2456,1133,0.790607432,-0.938714993,-0.148107562,0.897807703,-2.258927035,-1.361119332,0.864692932,-1.320297695,-0.455604764,1.336726771,1.264803811,0.07192296,0.735425152,-1.94585937,-1.210434217,0.695111893
Brandon Ingram,ingrabr01,2023,3168,1538,1.855407803,-1.324025636,0.531382166,0.862527659,0.867698086,1.730225745,1.776074235,-0.954531942,0.821542293,2.802980397,2.802980397,0,0.787120044,-1.483667175,-0.69654713,0.015682672
Kyrie Irving,irvinky01,2023,4597,2241,5.674015145,0.422870979,6.096886124,3.818152788,-0.031004275,3.787148513,5.614029838,0.35383528,5.967865118,9.952435022,9.952435022,0,5.855132436,1.003678457,6.858810893,-0.154666239
Jonathan Isaac,isaacjo01,2023,257,124,3.385394182,3.613440341,6.998834523,-3.810806925,2.037842353,-1.772964572,2.121324216,3.49861382,5.619938035,0.527053109,0.527053109,0,2.213439255,4.159796263,6.373235518,-0.470689759
Jaden Ivey,iveyja01,2023,4824,2304,-1.144692447,-2.521876733,-3.66656918,-4.630871819,-5.267509232,-9.898381051,-1.853324944,-3.192499442,-5.045824386,-2.733838518,-2.733838518,0,-1.67254522,-2.874598352,-4.547143572,1.312569008
Frank Jackson,jacksfr01,2023,9,5,-26.12451574,3.398845789,-22.72566996,-0.914610926,-9.748595781,-10.66320671,-22.37851914,0.952809213,-21.42570992,-0.046074386,-0.046074386,0,-13.48498816,-3.861543222,-17.34653138,-3.320592594
Isaiah Jackson,jacksis01,2023,2265,1042,-2.513263437,-0.795908158,-3.309171596,-2.603986126,-1.607785298,-4.211771424,-2.67690103,-0.957716313,-3.634617343,-0.471206808,-0.471206808,0,-2.585910553,-0.99647627,-3.582386824,0.197259935
Jaren Jackson Jr.,jacksja02,2023,4310,2007,0.251011748,2.210300227,2.461311974,1.339691726,3.562486312,4.902178038,0.484664691,2.578435734,3.063100425,5.982927408,6.119557127,-0.136629719,0.189279758,2.661046088,2.850325847,0.948478007
Justin Jackson,jacksju01,2023,226,107,-3.267481087,-1.458540585,-4.726021673,-16.63255178,-1.680641125,-18.3131929,-6.323845439,-1.679284392,-8.003129831,-0.286741858,-0.286741858,0,-4.24668395,-2.570973055,-6.817657005,-0.011915315
Quenton Jackson,jacksqu01,2023,302,135,-1.687076889,1.276252475,-0.410824414,-4.112560775,0.874179321,-3.238381454,-2.287719652,1.290875405,-0.996844248,0.120987617,0.120987617,0,-2.064085845,1.303033494,-0.761052351,0.196855606
Reggie Jackson,jacksre01,2023,3436,1675,-2.088038023,-0.227509622,-2.315547644,-3.783696922,-0.454402062,-4.238098984,-2.576659399,-0.294346321,-2.871005721,-0.105389384,-0.13326612,0.027876736,-2.826430259,-0.336188111,-3.16261837,-0.423926757
LeBron James,jamesle01,2023,5487,2573,4.083170315,-0.237473279,3.845697036,3.701910336,1.255314918,4.957225254,4.277237803,0.026776829,4.304014631,9.37538133,7.212252957,2.163128372,4.115699997,-0.437134225,3.678565773,0.580552101
DaQuan Jeffries,jeffrda01,2023,12,5,-9.200773873,16.29578098,7.095007112,-46.1234424,28.77648081,-17.34696159,-17.62851855,19.73277766,2.104259113,0.013293041,0,0.013293041,-16.12041042,11.4050633,-4.715347114,4.004717294
Ty Jerome,jeromty01,2023,1739,816,0.201745223,-2.674782527,-2.473037304,-0.849973141,-4.258468798,-5.108441939,0.006445941,-3.173896138,-3.167450197,-0.17143083,-0.17143083,0,-0.045201126,-2.421567225,-2.46676835,-1.372567674
Isaiah Joe,joeis01,2023,3006,1395,2.478384055,0.392918383,2.871302438,2.868844519,-0.151337097,2.717507422,2.705630444,0.290048724,2.995679167,4.090392198,4.090392198,0,2.453923281,0.416321233,2.870244513,0.025316612
Alize Johnson,johnsal02,2023,64,30,-5.779906986,14.4641392,8.684232215,1.600287458,12.82480842,14.42509588,-4.512324752,15.11774786,10.60542311,0.205643819,0.205643819,0,-3.989259168,8.370865211,4.381606043,0.605210471
Cameron Johnson,johnsca02,2023,2765,1351,1.242957001,2.506521331,3.749478332,0.44448499,2.386576613,2.831061603,1.154785287,2.6200984,3.774883688,4.505169427,4.124683894,0.380485533,1.169456532,2.655224402,3.824680934,0.239774549
James Johnson,johnsja01,2023,353,162,-6.553872282,-3.869068196,-10.42294048,-6.954647765,5.364415896,-1.590231868,-7.01716577,-2.116179968,-9.133345738,-0.528217573,-0.528217573,0,-7.442731244,-2.945235534,-10.38796678,0.11836762
Jalen Johnson,johnsja05,2023,2361,1098,-0.644891835,1.070331604,0.425439769,-0.740818031,1.41961153,0.6787935,-0.728360361,1.223725857,0.495365495,1.817259369,1.798965512,0.018293857,0.111123145,0.232517152,0.343640298,0.012542764
Keldon Johnson,johnske04,2023,4372,2063,0.946047338,-2.250473279,-1.304425941,-0.177249214,-4.50328189,-4.680531103,0.865248668,-2.811831965,-1.946583297,0.846426401,0.846426401,0,0.740432888,-2.668610572,-1.928177684,0.095021503
Keon Johnson,johnske07,2023,890,416,-2.959742175,-3.184544464,-6.14428664,-5.35133263,-3.527712906,-8.879045536,-3.616222465,-3.391997606,-7.008220071,-0.909800175,-0.909800175,0,-2.878260942,-3.165029512,-6.043290454,0.672527778
Stanley Johnson,johnsst04,2023,1015,469,0.828781838,-2.282631582,-1.453849744,1.620121648,-0.801093944,0.819027703,1.098434686,-2.04318929,-0.944754604,0.435504538,0.435504538,0,0.221513452,-3.083454862,-2.86194141,0.826825836
Nikola Jokic,jokicni01,2023,6435,3112,8.961393288,4.308386388,13.26977968,9.417504462,0.28398393,9.701488391,9.522495986,3.696240246,13.21873623,25.86718649,20.31095212,5.556234367,9.32842589,3.641945093,12.97037098,1.533881009
Carlik Jones,jonesca03,2023,121,56,-1.155343965,-5.616269611,-6.771613575,3.484945115,8.368726862,11.85367198,-0.241223315,-3.067000355,-3.30822367,-0.015871224,-0.015871224,0,-1.666198593,-3.553844468,-5.220043061,-0.49296378
Damian Jones,jonesda03,2023,1042,477,-2.67185047,2.235849012,-0.436001458,-4.361503732,0.400222469,-3.961281263,-3.192953538,2.022338495,-1.170615043,0.376229478,0.376229478,0,-3.548958824,-0.215429287,-3.764388111,0.012220615
Derrick Jones Jr.,jonesde02,2023,1888,893,-0.709164053,1.092181392,0.38301734,0.602953666,3.048778084,3.651731751,-0.453037197,1.533537009,1.080499812,1.741913804,1.741913804,0,-1.196411221,0.666207413,-0.530203808,-0.190557358
Herbert Jones,joneshe01,2023,4036,1951,-1.509443271,3.66025111,2.150807839,2.410618923,1.967407812,4.378026735,-0.782138091,3.494236699,2.712098609,5.437502089,5.437502089,0,-1.286591536,3.817309475,2.530717939,0.009802748
Kai Jones,joneska01,2023,1170,550,-4.054817617,0.110440418,-3.9443772,-2.987725158,2.009432178,-0.978292981,-4.023591249,0.544143209,-3.47944804,-0.204136387,-0.204136387,0,-4.132003564,-0.964298278,-5.096301841,-0.273193949
Tre Jones,jonestr01,2023,4249,1984,1.029169823,1.188685433,2.217855256,1.055730351,-2.024484134,-0.968753783,1.160957883,0.660776001,1.821733884,4.611010719,4.611010719,0,0.527372597,0.873528845,1.400901442,-0.363512987
Tyus Jones,jonesty01,2023,4386,2060,1.336806419,-0.813418007,0.523388412,0.838052247,-2.778300401,-1.940248154,1.313659748,-1.318623184,-0.004963436,2.857527182,2.694476929,0.163050254,0.804030287,-1.24540791,-0.441377622,-1.124686919
DeAndre Jordan,jordade01,2023,1253,600,-4.924574715,-1.353648853,-6.278223568,-4.534298547,-2.952067103,-7.486365649,-5.149958544,-1.785419994,-6.935378538,-1.286579805,-1.241952204,-0.044627601,-4.98870226,-2.190885336,-7.179587596,0.350998017
Cory Joseph,josepco01,2023,2543,1227,0.175991182,-1.806860117,-1.630868935,0.309207875,0.099520275,0.40872815,0.256320866,-1.457778214,-1.201457348,0.956301796,0.956301796,0,-0.479530796,-1.885751191,-2.365281987,-1.364970675
Nikola Jovic,jovicni01,2023,450,217,-3.274975166,-0.918985469,-4.193960635,-3.532885647,-0.308267052,-3.841152699,-3.519753157,-0.870537445,-4.390290602,-0.183949922,-0.205047569,0.021097647,-2.833748403,-0.749366191,-3.583114594,0.743866638
Johnny Juzang,juzanjo01,2023,508,232,-4.660931766,-4.137255347,-8.798187112,-8.443506872,-2.887751904,-11.33125878,-5.742051036,-4.099403205,-9.841454241,-0.832190482,-0.832190482,0,-4.66047535,-4.260088374,-8.920563724,-0.865707605
Mfiondu Kabengele,kabenmf01,2023,71,36,-4.364118318,-5.446909194,-9.811027512,-0.438695518,-7.665657536,-8.104353054,-3.864619988,-6.321475292,-10.18609528,-0.134821736,-0.134821736,0,-1.967786828,-5.492862122,-7.46064895,-1.299555687
Frank Kaminsky,kaminfr01,2023,499,235,-1.306915148,-3.926637111,-5.233552259,-1.810982001,-2.66332001,-4.474302011,-1.484595166,-3.85991834,-5.344513505,-0.303965645,-0.303965645,0,-0.996373069,-4.657188782,-5.65356185,-0.810095988
Trevor Keels,keelstr01,2023,19,8,-12.51101032,-11.56060985,-24.07162017,-39.69266917,-19.74497896,-59.43764813,-19.08982661,-14.0900246,-33.17985121,-0.124734526,-0.124734526,0,-13.83865478,-14.60726573,-28.4459205,0.432370157
Luke Kennard,kennalu01,2023,2975,1422,0.711233345,-0.939648877,-0.228415532,3.789273288,1.818972457,5.608245745,1.403519659,-0.446304764,0.957214895,2.683947912,1.796944414,0.887003498,0.474325107,-0.703186676,-0.228861569,-0.396208628
Walker Kessler,kesslwa01,2023,3600,1703,0.060635223,3.229842467,3.29047769,1.281267967,1.459565832,2.7408338,0.297456334,3.097932798,3.395389133,5.313597149,5.313597149,0,-0.298410181,2.155691612,1.857281431,-0.490549926
Braxton Key,keybr01,2023,21,9,2.484255691,-1.285758053,1.198497638,-15.91490276,2.53969788,-13.37520488,-1.149318913,-0.460603536,-1.609922449,0.005266413,0.005266413,0,-1.946695986,-3.88489239,-5.831588376,0.605509662
